tag,English,Icon,Spatial
,,resting.png,
,,xsp.png,
3,issue,Lissue.png,LeftNoG
,,resting.png,
,,right.png,
1,blessing,Lblessing.png,LeftIncon
,,resting.png,
,,middle.png,
6,lice,Rlice.png,RightIrre
,,resting.png,
,,right.png,
1,skeleton,Lskeleton.png,LeftIncon
,,resting.png,
,,right.png,
4,rigidity,Rrigidity.png,RightCong
,,resting.png,
,,left.png,
5,trumpet,Rtrumpet.png,RightIncon
,,resting.png,
,,middle.png,
2,question,Lquestion.png,LeftIrre
,,resting.png,
,,right.png,
4,sausage,Rsausage.png,RightCong
,,resting.png,
,,left.png,
5,husband,Rhusband.png,RightIncon
,,resting.png,
,,xsp.png,
7,wasp,Rwasp.png,RightNoG
,,resting.png,
,,middle.png,
2,street,Lstreet.png,LeftIrre
,,resting.png,
,,xsp.png,
7,shrimp,Rshrimp.png,RightNoG
,,resting.png,
,,middle.png,
6,dog,Rdog.png,RightIrre
,,resting.png,
,,middle.png,
6,parachute,Rparachute.png,RightIrre
,,resting.png,
,,right.png,
1,hour,Lhour.png,LeftIncon
,,resting.png,
,,right.png,
1,figure,Lfigure.png,LeftIncon
,,resting.png,
,,xsp.png,
3,blood,Lblood.png,LeftNoG
,,resting.png,
,,left.png,
8,food,Lfood.png,LeftCong
,,resting.png,
,,right.png,
4,magnet,Rmagnet.png,RightCong
,,resting.png,
,,xsp.png,
3,brake,Lbrake.png,LeftNoG
,,resting.png,
,,xsp.png,
3,telescope,Ltelescope.png,LeftNoG
,,resting.png,
,,left.png,
8,reason,Lreason.png,LeftCong
,,resting.png,
,,xsp.png,
7,wig,Rwig.png,RightNoG
,,resting.png,
,,xsp.png,
7,octopus,Roctopus.png,RightNoG
,,resting.png,
,,left.png,
5,winner,Rwinner.png,RightIncon
,,resting.png,
,,xsp.png,
3,broom,Lbroom.png,LeftNoG
,,resting.png,
,,middle.png,
6,grape,Rgrape.png,RightIrre
,,resting.png,
,,left.png,
8,crow,Lcrow.png,LeftCong
,,resting.png,
,,middle.png,
2,coconut,Lcoconut.png,LeftIrre
,,resting.png,
,,left.png,
5,table,Rtable.png,RightIncon
,,resting.png,
,,right.png,
4,agreement,Ragreement.png,RightCong
,,resting.png,
,,middle.png,
2,claw,Lclaw.png,LeftIrre
,,resting.png,
,,xsp.png,
7,door,Rdoor.png,RightNoG
,,resting.png,
,,left.png,
8,life,Llife.png,LeftCong
,,resting.png,
,,middle.png,
2,bracelet,Lbracelet.png,LeftIrre
,,resting.png,
,,right.png,
4,eagle,Reagle.png,RightCong
,,resting.png,
,,middle.png,
6,hypocrite,Rhypocrite.png,RightIrre
,,resting.png,
,,right.png,
1,knuckle,Lknuckle.png,LeftIncon
,,resting.png,
,,left.png,
8,sinner,Lsinner.png,LeftCong
,,resting.png,
,,left.png,
5,triangle,Rtriangle.png,RightIncon